timestamp,binance_usd,upbit_krw,kimchi_premium
2025-05-28 18:10:00,107830.0,150389000.0,16.223839995053943
2025-05-28 18:15:00,107729.54,150359000.0,16.309014840930985
2025-05-28 18:20:00,107727.25,150205000.0,16.192359252959054
2025-05-28 18:25:00,107519.21,150073000.0,16.314873717295093
2025-05-28 18:30:00,107520.75,150078000.0,16.31708298165703
2025-05-28 18:35:00,107539.99,150079000.0,16.297047575821175
2025-05-28 18:40:00,107694.39,150391000.0,16.37173796456188
2025-05-28 18:45:00,107680.14,150308000.0,16.322904731240754
2025-05-28 18:50:00,107433.14,150023000.0,16.36927550164378
2025-05-28 18:55:00,107476.55,150117000.0,16.395157827451662
2025-05-28 19:00:00,107636.35,150185000.0,16.27500065420898
2025-05-28 19:05:00,107716.0,150355000.0,16.320540433485586
2025-05-28 19:10:00,107669.02,150419000.0,16.420829934800807
2025-05-28 19:15:00,107651.72,150369000.0,16.400834097216467
2025-05-28 19:20:00,107553.96,150205000.0,16.379567366309264
2025-05-28 19:25:00,107499.33,150201000.0,16.43560941263541
2025-05-28 19:30:00,107454.55,150055000.0,16.37090596287764
2025-05-28 19:35:00,107313.06,149929000.0,16.426493973178413
2025-05-28 19:40:00,107127.62,149800000.0,16.52768290132212
2025-05-28 19:45:00,107199.99,149900000.0,16.526752163565188
2025-05-28 19:50:00,107042.07,149660000.0,16.511822563471217
2025-05-28 19:55:00,106946.01,149711000.0,16.656214352145224
2025-05-28 20:00:00,106942.0,149644000.0,16.6083796201056
2025-05-28 20:05:00,106968.12,149751000.0,16.66326378363946
2025-05-28 20:10:00,107035.18,149736000.0,16.578493164583843
2025-05-28 20:15:00,107096.0,149756000.0,16.52785040213142
2025-05-28 20:20:00,107224.01,149940000.0,16.531735755825583
2025-05-28 20:25:00,107178.42,149878000.0,16.533098111852492
2025-05-28 20:30:00,107213.18,149917000.0,16.52562990234349
2025-05-28 20:35:00,107363.64,150010000.0,16.43451482581378
2025-05-28 20:40:00,107352.38,150070000.0,16.493303020699994
2025-05-28 20:45:00,107346.29,150138000.0,16.552700610333172
2025-05-28 20:50:00,107220.0,150020000.0,16.59827146676615
2025-05-28 20:55:00,107318.18,150060000.0,16.522661864001062
2025-05-28 21:00:00,107230.11,150054000.0,16.613701133011986
2025-05-28 21:05:00,107200.01,150000000.0,16.604466734657954
2025-05-28 21:10:00,107329.12,150009000.0,16.47118694348747
2025-05-28 21:15:00,107407.01,150080000.0,16.441810145042364
2025-05-28 21:20:00,107425.5,150138000.0,16.466760685312146
2025-05-28 21:25:00,107381.94,150156000.0,16.52797481587686
2025-05-28 21:30:00,107435.53,150279000.0,16.56525546064696
2025-05-28 21:35:00,107451.62,150161000.0,16.456286714585286
2025-05-28 21:40:00,107494.15,150224000.0,16.45905071733361
2025-05-28 21:45:00,107498.75,150200000.0,16.43546242785769
2025-05-28 21:50:00,107524.42,150268000.0,16.460366243624783
2025-05-28 21:55:00,107495.74,150189000.0,16.43019528029669
2025-05-28 22:00:00,107404.01,150069000.0,16.436527835413223
2025-05-28 22:05:00,107313.97,149875000.0,16.383573670169255
2025-05-28 22:10:00,107306.5,149899000.0,16.410313758563866
2025-05-28 22:15:00,107302.84,149935000.0,16.44224265949842
2025-05-28 22:20:00,107248.68,149815000.0,16.407804117806716
2025-05-28 22:25:00,107234.97,149801000.0,16.411807329891236
2025-05-28 22:30:00,107211.42,149730000.0,16.38219137476213
2025-05-28 22:35:00,107297.03,149943000.0,16.454761142969197
2025-05-28 22:40:00,107317.94,149867000.0,16.373056235207894
2025-05-28 22:45:00,107379.2,149946000.0,16.36797443080224
2025-05-28 22:50:00,107429.6,150000000.0,16.355268938914413
2025-05-28 22:55:00,107400.73,150041000.0,16.41835829855781
2025-05-28 23:00:00,107590.84,150207000.0,16.341223843962922
2025-05-28 23:05:00,107674.24,150258000.0,16.290581665586867
2025-05-28 23:10:00,107863.63,150472000.0,16.251727605804973
2025-05-28 23:15:00,107943.12,150533000.0,16.213211797719637
2025-05-28 23:20:00,107940.01,150599000.0,16.26751439680862
2025-05-28 23:25:00,107956.55,150606000.0,16.255104484165155
2025-05-28 23:30:00,107934.8,150586000.0,16.26308969241925
2025-05-28 23:35:00,108000.01,150637000.0,16.232242324175093
2025-05-28 23:40:00,107916.0,150500000.0,16.216934158666618
2025-05-28 23:45:00,107710.68,150307000.0,16.289149166390324
2025-05-28 23:50:00,107772.72,150281000.0,16.202102597639428
2025-05-28 23:55:00,107781.78,150280000.0,16.191561628814565
2025-05-29 00:00:00,107629.1,150305000.0,16.37574472579132
2025-05-29 00:05:00,107526.17,150239000.0,16.43599568985547
2025-05-29 00:10:00,107546.5,150115000.0,16.31790279863439
2025-05-29 00:15:00,107656.01,150363000.0,16.39155120090369
2025-05-29 00:20:00,107824.84,150496000.0,16.312097781302835
2025-05-29 00:25:00,108010.0,150675000.0,16.250810110174985
2025-05-29 00:30:00,107859.96,150594000.0,16.349941164450634
2025-05-29 00:35:00,107805.34,150593000.0,16.40811732207947
2025-05-29 00:40:00,107801.91,150542000.0,16.372396988760837
2025-05-29 00:45:00,108016.96,150810000.0,16.347469878804205
2025-05-29 00:50:00,107986.54,150727000.0,16.316193975039248
2025-05-29 00:55:00,108285.32,151001000.0,16.206117936084645
2025-05-29 01:00:00,108046.99,150890000.0,16.376834437189476
2025-05-29 01:05:00,107984.93,150727000.0,16.317928189918117
2025-05-29 01:10:00,108009.58,150814000.0,16.35850573007814
2025-05-29 01:15:00,107966.13,150735000.0,16.344357253520155
2025-05-29 01:20:00,107913.31,150705000.0,16.378137228855273
2025-05-29 01:25:00,107919.0,150700000.0,16.368140302757933
2025-05-29 01:30:00,107883.19,150700000.0,16.406766738481995
2025-05-29 01:35:00,107861.34,150597000.0,16.350770350155116
2025-05-29 01:40:00,108045.45,150855000.0,16.351498374063876
2025-05-29 01:45:00,107900.0,150693000.0,16.383225208526415
2025-05-29 01:50:00,108227.27,151086000.0,16.33389625368911
2025-05-29 01:55:00,108156.23,150893000.0,16.26160293000844
2025-05-29 02:00:00,108120.17,150948000.0,16.342769346367103
2025-05-29 02:05:00,108000.95,150855000.0,16.3994390790081
2025-05-29 02:10:00,108008.01,150787000.0,16.33936532423228
2025-05-29 02:15:00,108045.37,150750000.0,16.27060002663696
2025-05-29 02:20:00,107961.81,150637000.0,16.273368641497704
2025-05-29 02:25:00,108079.14,150718000.0,16.209597275971415
2025-05-29 02:30:00,108150.79,150599000.0,16.040915342982405
2025-05-29 02:35:00,108012.49,150567000.0,16.16480649598949
2025-05-29 02:40:00,108126.1,150570000.0,16.045062200523276
2025-05-29 02:45:00,108313.8,150786000.0,16.010148291353456
2025-05-29 02:50:00,108434.79,150980000.0,16.029796956001558
2025-05-29 02:55:00,108426.94,150776000.0,15.881409792314221
2025-05-29 03:00:00,108309.55,150805000.0,16.029319052044194
2025-05-29 03:05:00,108261.0,150688000.0,15.991292647706315
2025-05-29 03:10:00,108203.74,150610000.0,15.992601857693028
2025-05-29 03:15:00,108192.0,150619000.0,16.012120427881296
2025-05-29 03:20:00,108214.49,150698000.0,16.048845830781687
2025-05-29 03:25:00,108175.91,150648000.0,16.0517161353207
2025-05-29 03:30:00,108141.67,150601000.0,16.05224270471626
2025-05-29 03:35:00,108000.0,150409000.0,16.056327160493826
2025-05-29 03:40:00,108036.0,150445000.0,16.045423130561417
2025-05-29 03:45:00,107999.43,150500000.0,16.127156103200434
2025-05-29 03:50:00,108050.96,150555000.0,16.114192784589775
2025-05-29 03:55:00,108044.88,150490000.0,16.0705933805779
2025-05-29 04:00:00,108106.93,150578000.0,16.071806559178658
2025-05-29 04:05:00,107954.54,150591000.0,16.245690083992777
2025-05-29 04:10:00,107915.64,150456000.0,16.183344694059173
2025-05-29 04:15:00,107876.09,150405000.0,16.1865432831316
2025-05-29 04:20:00,107830.1,150354000.0,16.196683486336376
2025-05-29 04:25:00,107867.41,150349000.0,16.152629726933586
2025-05-29 04:30:00,107716.71,150208000.0,16.20604949160935
2025-05-29 04:35:00,107554.82,150037000.0,16.24847062487141
2025-05-29 04:40:00,107399.98,149950000.0,16.348562945107936
2025-05-29 04:45:00,107317.73,149933000.0,16.424533641055085
2025-05-29 04:50:00,107526.2,150186000.0,16.394887943589563
2025-05-29 04:55:00,107564.44,150211000.0,16.372876885087052
2025-05-29 05:00:00,107597.84,150277000.0,16.38786924842853
2025-05-29 05:05:00,107636.36,150219000.0,16.301313050720033
2025-05-29 05:10:00,107585.5,150150000.0,16.30284750268391
2025-05-29 05:15:00,107619.1,150140000.0,16.25879297138395
2025-05-29 05:20:00,107631.23,150147000.0,16.251110388685515
2025-05-29 05:25:00,107615.2,150045000.0,16.189441640214394
2025-05-29 05:30:00,107640.7,150148000.0,16.241657043602775
2025-05-29 05:35:00,107672.36,150144000.0,16.204381514438804
2025-05-29 05:40:00,107727.27,150138000.0,16.140509269379983
2025-05-29 05:45:00,107691.33,150117000.0,16.163018879978548
2025-05-29 05:50:00,107651.26,150061000.0,16.162907274223574
2025-05-29 05:55:00,107681.81,150155000.0,16.202696320452514
2025-05-29 06:00:00,107707.4,150187000.0,16.19984637391055
2025-05-29 06:05:00,107716.92,150217000.0,16.21278563602945
2025-05-29 06:10:00,107753.94,150205000.0,16.16357910748631
2025-05-29 06:15:00,107829.99,150281000.0,16.140386052773135
2025-05-29 06:20:00,107879.51,150357000.0,16.145781529782624
2025-05-29 06:25:00,107936.05,150396000.0,16.11505145871097
2025-05-29 06:30:00,107932.85,150469000.0,16.174856249356274
2025-05-29 06:35:00,107863.63,150312000.0,16.128114731536478
2025-05-29 06:40:00,107870.49,150424000.0,16.20725309890901
2025-05-29 06:45:00,107874.61,150419000.0,16.198952345381983
2025-05-29 06:50:00,107809.21,150345000.0,16.212241978213164
2025-05-29 06:55:00,107915.46,150400000.0,16.14029475789041
2025-05-29 07:00:00,107752.55,150268000.0,16.213800353990077
2025-05-29 07:05:00,107764.03,150190000.0,16.14110323577666
2025-05-29 07:10:00,107993.57,150418000.0,16.07018207966763
2025-05-29 07:15:00,107963.47,150400000.0,16.08864862655242
2025-05-29 07:20:00,107943.25,150379000.0,16.09418220531004
2025-05-29 07:25:00,107984.78,150288000.0,15.979307454254203
2025-05-29 07:30:00,107912.0,150327000.0,16.087645488916895
2025-05-29 07:35:00,107898.99,150233000.0,16.029044077860846
2025-05-29 07:40:00,107843.61,150144000.0,16.01985504750815
2025-05-29 07:45:00,107831.49,150116000.0,16.011256699380365
2025-05-29 07:50:00,107883.59,150127000.0,15.963728434818803
2025-05-29 07:55:00,107880.72,150101000.0,15.946729560821124
2025-05-29 08:00:00,107772.72,150095000.0,16.058281415433022
2025-05-29 08:05:00,107905.2,150175000.0,15.977574142240906
2025-05-29 08:10:00,107940.01,150224000.0,15.978001731393823
2025-05-29 08:15:00,108090.13,150379000.0,15.936425771098003
2025-05-29 08:20:00,108207.03,150521000.0,15.92053369052516
2025-05-29 08:25:00,108185.43,150451000.0,15.8897582912351
2025-05-29 08:30:00,108230.14,150640000.0,15.98740732787866
2025-05-29 08:35:00,108301.61,150638000.0,15.909326432604894
2025-05-29 08:40:00,108220.0,150668000.0,16.01983613626563
2025-05-29 08:45:00,108258.78,150668000.0,15.978276003726133
2025-05-29 08:50:00,108474.99,150850000.0,15.886927791681135
2025-05-29 08:55:00,108492.49,150805000.0,15.833670453441831
2025-05-29 09:00:00,108433.66,150797000.0,15.890367130157431
2025-05-29 09:05:00,108372.11,150639000.0,15.834692154651227
2025-05-29 09:10:00,108523.76,150908000.0,15.879385921264308
2025-05-29 09:15:00,108522.26,150750000.0,15.759660736884765
2025-05-29 09:20:00,108489.93,150726000.0,15.77572222601675
2025-05-29 09:25:00,108459.99,150727000.0,15.808450040732378
2025-05-29 09:30:00,108453.59,150728000.0,15.816052439266109
2025-05-29 09:35:00,108412.69,150715000.0,15.849752767257536
2025-05-29 09:40:00,108405.17,150696000.0,15.843183493923767
2025-05-29 09:45:00,108508.38,150702000.0,15.737604782229722
2025-05-29 09:50:00,108590.9,150844000.0,15.758625569300314
2025-05-29 09:55:00,108520.01,150949000.0,15.9148744395926
2025-05-29 10:00:00,108429.23,150782000.0,15.883573706708667
2025-05-29 10:05:00,108471.08,150690000.0,15.768184478295966
2025-05-29 10:10:00,108465.69,150798000.0,15.85691290951083
2025-05-29 10:15:00,108522.43,150891000.0,15.86775194768493
2025-05-29 10:20:00,108533.99,150890000.0,15.854643017055455
2025-05-29 10:25:00,108434.78,150804000.0,15.894549700750996
2025-05-29 10:30:00,108531.27,150892000.0,15.85908221043883
2025-05-29 10:35:00,108510.5,150931000.0,15.911209821476568
2025-05-29 10:40:00,108526.0,150988000.0,15.93842335784359
2025-05-29 10:45:00,108605.01,151051000.0,15.902418620773878
2025-06-01 05:30:00,104584.91,147800000.0,17.767148880910895
2025-06-01 05:35:00,104605.72,148000000.0,17.90304902383286
2025-06-01 05:40:00,104520.28,147806000.0,17.844753828316062
2025-06-01 05:45:00,104487.8,147752000.0,17.83831860434105
2025-06-01 05:50:00,104536.57,147729000.0,17.765007977590987
2025-06-01 05:55:00,104536.57,147732000.0,17.767399485175364
2025-06-01 06:00:00,104480.19,147766000.0,17.858067958464982
2025-06-01 06:05:00,104443.39,147681000.0,17.8317747058957
2025-06-01 06:10:00,104365.33,147579000.0,17.83846225561688
2025-06-01 06:15:00,104292.68,147440000.0,17.809482570269246
2025-06-01 06:20:00,104264.92,147531000.0,17.91358013797929
2025-06-01 06:25:00,104323.5,147659000.0,17.94961505956632
2025-06-01 06:30:00,104339.33,147552000.0,17.846261807508252
2025-06-01 06:35:00,104349.06,147699000.0,17.952667709704333
2025-06-01 06:40:00,104350.21,147714000.0,17.9633466957086
2025-06-01 06:45:00,104333.33,147532000.0,17.83706446763784
2025-06-01 06:50:00,104320.02,147531000.0,17.851300258569736
2025-06-01 06:55:00,104258.93,147488000.0,17.88598508220512
2025-06-01 07:00:00,104207.55,147492000.0,17.94730804054025
2025-06-01 07:05:00,104229.41,147356000.0,17.81383648498698
2025-06-01 07:10:00,104301.96,147654000.0,17.969978704139393
2025-06-01 07:15:00,104301.88,147550000.0,17.886977045220405
2025-06-01 07:20:00,104338.31,147583000.0,17.872173062160325
2025-06-01 07:25:00,104341.46,147465000.0,17.774372718188904
2025-06-01 07:30:00,104331.29,147490000.0,17.805821564492636
2025-06-01 07:35:00,104260.06,147322000.0,17.752026359214963
2025-06-01 07:40:00,104243.07,147311000.0,17.762424558933894
2025-06-01 07:45:00,104254.06,147311000.0,17.750010567134428
2025-06-01 07:50:00,104285.71,147326000.0,17.726260545828048
2025-06-01 07:55:00,104275.95,147326000.0,17.737279465367294
2025-06-01 08:00:00,104223.97,147325000.0,17.79519944724168
2025-06-01 08:05:00,104243.9,147317000.0,17.766283366860474
2025-06-01 08:10:00,104262.05,147334000.0,17.759370099986842
2025-06-01 08:15:00,104288.85,147505000.0,17.865748192000712
2025-06-01 08:20:00,104272.59,147440000.0,17.832180697407313
2025-06-01 08:25:00,104291.42,147442000.0,17.812503975239128
2025-06-01 08:30:00,104333.34,147448000.0,17.769960525881118
2025-06-01 08:35:00,104317.84,147471000.0,17.805832636105194
2025-06-01 08:40:00,104341.46,147469000.0,17.777567357532966
2025-06-01 08:45:00,104307.77,147480000.0,17.82439601575223
2025-06-01 08:50:00,104288.89,147560000.0,17.90965141796664
2025-06-01 08:55:00,104386.6,147590000.0,17.8232327393235
2025-06-01 09:00:00,104309.13,147573000.0,17.89715818739932
2025-06-01 09:05:00,104178.04,147330000.0,17.851132541944555
2025-06-01 09:10:00,104223.32,147351000.0,17.81672278334636
2025-06-01 09:15:00,104058.89,147332000.0,17.987676657579822
2025-06-01 09:20:00,104083.31,147245000.0,17.890338678378566
2025-06-01 09:25:00,104032.55,147281000.0,17.97669735738158
2025-06-01 09:30:00,103857.24,147125000.0,18.050669040181184
2025-06-01 09:35:00,103892.94,147127000.0,18.0117083348814
2025-06-01 09:40:00,103887.84,147116000.0,18.008678076920905
2025-06-01 09:45:00,103971.7,147300000.0,18.060972360748163
2025-06-01 09:50:00,103788.67,147101000.0,18.109391580667396
2025-06-01 09:55:00,103934.34,147112000.0,17.952674095331083
2025-06-01 10:00:00,103952.38,147294000.0,18.078104609052723
2025-06-01 10:05:00,103893.15,147235000.0,18.098097259861053
2025-06-01 10:10:00,103971.53,147293000.0,18.05555488763767
2025-06-01 10:15:00,103933.52,147289000.0,18.095522342871995
2025-06-01 10:20:00,103900.0,147230000.0,18.08630093038178
2025-06-01 10:25:00,103928.83,147295000.0,18.105662628294127
2025-06-01 10:30:00,103860.39,147119000.0,18.04227450586953
2025-06-01 10:35:00,103795.41,147088000.0,18.09128489721591
2025-06-01 10:40:00,103819.39,147065000.0,18.04554685465467
2025-06-01 10:45:00,103805.48,147194000.0,18.16492411254846
2025-06-01 10:50:00,103850.54,147097000.0,18.035816985962082
