timestamp,open,high,low,close,volume
2025-05-25 23:30:00,108642.56,108772.73,108590.91,108726.01,53.08696
2025-05-25 23:35:00,108726.01,108823.2,108670.3,108823.2,42.00765
2025-05-25 23:40:00,108823.2,109063.6,108801.14,108884.62,82.47663
2025-05-25 23:45:00,108884.62,108980.0,108839.51,108865.49,49.89241
2025-05-25 23:50:00,108865.49,108925.93,108830.78,108861.62,33.03314
2025-05-25 23:55:00,108861.61,109069.28,108839.99,109004.19,44.44664
2025-05-26 00:00:00,109004.2,109045.45,108904.55,108925.38,62.6488
2025-05-26 00:05:00,108925.38,108968.88,108900.0,108953.09,25.56024
2025-05-26 00:10:00,108953.08,108973.16,108898.01,108929.03,53.34888
2025-05-26 00:15:00,108929.04,109096.78,108924.67,108952.69,34.76582
2025-05-26 00:20:00,108952.69,108954.56,108898.27,108916.1,64.66034
2025-05-26 00:25:00,108916.11,108937.07,108670.58,108805.72,212.85866
2025-05-26 00:30:00,108805.72,108954.55,108783.44,108947.36,39.69376
2025-05-26 00:35:00,108947.36,109199.99,108874.42,109199.98,82.08833
2025-05-26 00:40:00,109199.99,109289.99,109161.7,109188.0,73.3432
2025-05-26 00:45:00,109188.0,109360.01,109156.73,109190.75,99.49891
2025-05-26 00:50:00,109190.76,109446.17,109147.47,109257.97,69.06238
2025-05-26 00:55:00,109257.97,109600.0,109257.97,109540.46,103.68502
2025-05-26 01:00:00,109540.45,109798.01,109540.45,109557.01,154.80398
2025-05-26 01:05:00,109557.0,109557.01,109326.05,109388.32,74.66207
2025-05-26 01:10:00,109388.32,109408.05,109288.92,109391.99,45.11535
2025-05-26 01:15:00,109391.98,109428.17,109248.31,109248.32,49.7048
2025-05-26 01:20:00,109248.31,109329.5,109234.35,109304.0,24.00201
2025-05-26 01:25:00,109304.01,109454.2,109304.0,109310.25,49.23886
2025-05-26 01:30:00,109310.26,109358.44,109224.0,109259.47,52.09506
2025-05-26 01:35:00,109259.47,109523.63,109259.46,109467.55,35.4483
2025-05-26 01:40:00,109467.54,109750.0,109467.54,109635.9,140.77719
2025-05-26 01:45:00,109635.9,109844.91,109631.26,109718.22,203.99333
2025-05-26 01:50:00,109718.22,109771.45,109508.38,109546.15,87.73447
2025-05-26 01:55:00,109546.15,109570.66,109433.79,109545.46,50.47681
2025-05-26 02:00:00,109545.45,109731.5,109460.68,109717.92,83.11578
2025-05-26 02:05:00,109717.93,109772.72,109500.0,109579.99,104.15438
2025-05-26 02:10:00,109580.0,109633.72,109519.99,109528.93,26.74542
2025-05-26 02:15:00,109528.93,109679.51,109494.57,109610.0,32.05644
2025-05-26 02:20:00,109610.0,109707.99,109576.0,109621.14,30.37204
2025-05-26 02:25:00,109621.14,109621.14,109484.02,109519.99,52.92863
2025-05-26 02:30:00,109519.98,109540.94,109308.53,109377.99,49.72038
2025-05-26 02:35:00,109377.99,109380.0,109250.0,109255.99,22.41301
2025-05-26 02:40:00,109255.98,109333.34,109212.77,109297.12,41.65304
2025-05-26 02:45:00,109297.13,109308.88,109172.36,109284.0,117.76729
2025-05-26 02:50:00,109284.0,109431.44,109270.61,109409.09,45.01329
2025-05-26 02:55:00,109409.09,109425.81,109341.84,109387.72,32.18137
2025-05-26 03:00:00,109387.73,109391.31,109286.17,109298.51,23.69619
2025-05-26 03:05:00,109298.52,109391.31,109273.51,109293.54,29.74819
2025-05-26 03:10:00,109293.54,109357.4,109286.41,109316.61,18.45681
2025-05-26 03:15:00,109316.61,109329.93,109274.03,109320.82,17.66644
2025-05-26 03:20:00,109320.82,109588.91,109320.81,109559.07,110.33392
2025-05-26 03:25:00,109559.08,109694.05,109559.08,109652.87,29.91503
2025-05-26 03:30:00,109652.88,109714.29,109563.13,109659.5,104.73536
2025-05-26 03:35:00,109659.51,109755.0,109585.91,109687.85,72.4088
2025-05-26 03:40:00,109687.85,109709.31,109601.27,109663.01,40.3674
2025-05-26 03:45:00,109663.01,109765.74,109655.22,109658.95,42.75083
2025-05-26 03:50:00,109658.95,109663.28,109572.29,109623.53,34.80272
2025-05-26 03:55:00,109623.54,109627.5,109590.98,109623.53,38.52707
2025-05-26 04:00:00,109623.54,109678.98,109520.78,109590.91,19.62586
2025-05-26 04:05:00,109590.91,109655.71,109580.0,109655.7,29.10572
2025-05-26 04:10:00,109655.7,109700.0,109536.31,109545.36,93.43668
2025-05-26 04:15:00,109545.36,109620.0,109510.58,109620.0,52.9558
2025-05-26 04:20:00,109619.99,109671.3,109619.99,109661.69,39.24591
2025-05-26 04:25:00,109661.69,109672.0,109642.04,109652.17,17.08557
2025-05-26 04:30:00,109652.18,109737.71,109634.51,109710.3,56.13014
2025-05-26 04:35:00,109710.3,109710.3,109640.31,109670.28,27.43828
2025-05-26 04:40:00,109670.27,109670.28,109650.0,109650.0,17.74743
2025-05-26 04:45:00,109650.01,109727.19,109630.25,109653.71,75.35534
2025-05-26 04:50:00,109653.71,109653.72,109524.04,109554.11,46.25235
2025-05-26 04:55:00,109554.12,109574.63,109541.3,109541.3,63.48369
2025-05-26 05:00:00,109541.31,109541.31,109509.71,109516.1,31.85267
2025-05-26 05:05:00,109516.1,109606.45,109449.3,109474.76,97.79202
2025-05-26 05:10:00,109474.77,109474.77,109365.29,109436.83,44.02443
2025-05-26 05:15:00,109436.82,109499.69,109436.82,109499.68,17.39202
2025-05-26 05:20:00,109499.69,109551.91,109409.17,109542.64,80.08248
2025-05-26 05:25:00,109542.64,109618.76,109542.63,109577.99,78.60201
2025-05-26 05:30:00,109577.99,109617.96,109522.69,109591.56,49.73099
2025-05-26 05:35:00,109591.56,109688.05,109591.55,109641.89,46.10151
2025-05-26 05:40:00,109641.88,109678.17,109641.88,109659.11,16.96037
2025-05-26 05:45:00,109659.1,109674.89,109622.71,109629.47,29.81074
2025-05-26 05:50:00,109629.48,109650.69,109602.32,109636.28,19.93774
2025-05-26 05:55:00,109636.28,109678.0,109636.27,109650.01,24.86055
2025-05-26 06:00:00,109650.0,109690.02,109599.2,109690.02,44.48091
2025-05-26 06:05:00,109690.01,109733.14,109668.05,109682.1,29.92575
2025-05-26 06:10:00,109682.1,109682.11,109550.0,109560.88,28.75968
2025-05-26 06:15:00,109560.88,109636.37,109519.4,109569.28,27.7293
2025-05-26 06:20:00,109569.28,109776.12,109569.27,109695.73,64.68009
2025-05-26 06:25:00,109695.73,109739.13,109665.64,109739.13,24.50054
2025-05-26 06:30:00,109739.12,109739.13,109614.72,109614.73,26.01121
2025-05-26 06:35:00,109614.73,109614.73,109543.37,109573.74,34.86191
2025-05-26 06:40:00,109573.74,109589.65,109529.08,109560.49,20.87457
2025-05-26 06:45:00,109560.5,109678.95,109560.49,109638.47,26.88735
2025-05-26 06:50:00,109638.47,109891.0,109638.47,109857.14,65.63756
2025-05-26 06:55:00,109857.14,109951.2,109857.14,109928.37,69.35248
2025-05-26 07:00:00,109928.37,110061.05,109874.28,109990.62,166.92944
2025-05-26 07:05:00,109990.61,110228.11,109877.96,110179.87,191.59811
2025-05-26 07:10:00,110179.88,110191.05,109836.26,109836.26,59.7254
2025-05-26 07:15:00,109836.26,110000.0,109728.37,110000.0,90.63741
2025-05-26 07:20:00,110000.0,110055.14,109868.0,109868.01,49.51391
2025-05-26 07:25:00,109868.01,109923.81,109826.08,109859.32,24.66199
2025-05-26 07:30:00,109859.31,109942.85,109770.26,109913.04,101.83202
2025-05-26 07:35:00,109913.04,110088.93,109913.04,110017.48,71.67016
2025-05-26 07:40:00,110017.48,110086.77,109986.09,110009.33,45.17475
2025-05-26 07:45:00,110009.32,110033.67,109934.72,109946.56,34.45202
2025-05-26 07:50:00,109946.56,110086.77,109946.56,110040.0,49.52549
2025-05-26 07:55:00,110040.0,110094.62,109993.01,110094.62,47.97675
2025-05-26 08:00:00,110094.62,110173.92,109987.74,110012.55,74.09748
2025-05-26 08:05:00,110012.56,110079.13,109955.8,109967.57,23.0285
2025-05-26 08:10:00,109967.58,109976.25,109837.74,109905.2,73.77272
2025-05-26 08:15:00,109905.2,109984.27,109905.19,109928.25,44.2234
2025-05-26 08:20:00,109928.25,109948.84,109779.81,109787.5,61.61638
2025-05-26 08:25:00,109787.51,109830.53,109786.48,109809.38,21.7982
2025-05-26 08:30:00,109809.39,109853.36,109720.13,109853.35,51.98685
2025-05-26 08:35:00,109853.36,109876.0,109683.54,109727.27,32.58804
2025-05-26 08:40:00,109727.27,109738.21,109681.83,109716.55,42.61171
2025-05-26 08:45:00,109716.54,109783.45,109672.06,109748.89,41.90691
2025-05-26 08:50:00,109748.88,109764.73,109606.32,109618.9,42.53827
2025-05-26 08:55:00,109618.91,109678.0,109618.9,109666.4,17.99315
2025-05-26 09:00:00,109666.39,109770.58,109600.0,109727.89,52.49166
2025-05-26 09:05:00,109727.88,109761.57,109681.81,109761.56,17.15632
2025-05-26 09:10:00,109761.57,109832.05,109761.56,109826.87,22.21945
2025-05-26 09:15:00,109826.88,109896.7,109800.98,109800.98,21.48997
2025-05-26 09:20:00,109800.98,109951.98,109800.98,109924.53,79.00335
2025-05-26 09:25:00,109924.53,109996.2,109900.03,109915.25,31.90857
2025-05-26 09:30:00,109915.25,109945.4,109878.79,109909.1,28.02535
2025-05-26 09:35:00,109909.1,109952.39,109821.52,109821.52,30.43523
2025-05-26 09:40:00,109821.53,109821.53,109680.0,109689.44,57.68948
2025-05-26 09:45:00,109689.45,109805.75,109680.0,109697.72,34.27584
2025-05-26 09:50:00,109697.72,109713.64,109621.27,109643.24,106.86285
2025-05-26 09:55:00,109643.24,109712.56,109630.0,109712.56,43.03382
2025-05-26 10:00:00,109712.56,109751.83,109663.21,109663.21,30.72977
2025-05-26 10:05:00,109663.21,109839.38,109663.21,109744.83,32.5267
2025-05-26 10:10:00,109744.84,109768.12,109702.65,109724.87,16.99427
2025-05-26 10:15:00,109724.86,109809.53,109671.82,109809.52,22.67133
2025-05-26 10:20:00,109809.53,109857.15,109759.59,109811.77,26.17297
2025-05-26 10:25:00,109811.76,109826.1,109784.02,109817.5,15.18988
2025-05-26 10:30:00,109817.5,109840.18,109754.18,109754.18,40.85014
2025-05-26 10:35:00,109754.18,109768.0,109754.17,109763.0,13.44069
2025-05-26 10:40:00,109763.0,109825.09,109763.0,109802.42,7.94947
2025-05-26 10:45:00,109802.42,109825.64,109772.72,109772.72,6.58246
2025-05-26 10:50:00,109772.73,109772.73,109571.42,109571.43,32.54494
2025-05-26 10:55:00,109571.43,109660.0,109571.42,109643.56,30.57747
2025-05-26 11:00:00,109643.55,109643.56,109564.13,109577.72,32.51693
2025-05-26 11:05:00,109577.72,109681.76,109556.69,109681.75,46.33463
2025-05-26 11:10:00,109681.76,109711.74,109659.28,109659.28,16.65635
2025-05-26 11:15:00,109659.28,109668.29,109592.56,109629.88,23.60508
2025-05-26 11:20:00,109629.89,109670.1,109613.75,109670.09,53.51494
2025-05-26 11:25:00,109670.1,109717.77,109647.76,109712.78,16.01912
2025-05-26 11:30:00,109712.79,109721.32,109636.89,109636.9,17.13976
2025-05-26 11:35:00,109636.9,109666.66,109579.59,109621.74,21.32874
2025-05-26 11:40:00,109621.75,109836.0,109621.74,109802.82,41.84402
2025-05-26 11:45:00,109802.82,109822.92,109773.36,109822.92,15.23781
2025-05-26 11:50:00,109822.92,109824.39,109705.43,109715.93,16.28059
2025-05-26 11:55:00,109715.92,109772.73,109715.92,109772.72,24.81478
2025-05-26 12:00:00,109772.73,109842.57,109684.88,109699.99,32.09616
2025-05-26 12:05:00,109699.99,109801.64,109672.36,109718.2,34.81239
2025-05-26 12:10:00,109718.19,109816.52,109687.11,109721.35,31.46145
2025-05-26 12:15:00,109721.35,109818.19,109712.19,109787.58,26.09037
2025-05-26 12:20:00,109787.59,109827.94,109702.77,109727.26,30.06326
2025-05-26 12:25:00,109727.26,109826.09,109719.99,109743.92,32.04638
2025-05-26 12:30:00,109743.93,109799.0,109743.92,109782.03,18.03355
2025-05-26 12:35:00,109782.03,109791.92,109727.27,109727.28,13.32322
2025-05-26 12:40:00,109727.28,109772.53,109709.06,109716.13,19.62683
2025-05-26 12:45:00,109716.13,109727.28,109666.66,109694.08,15.49552
2025-05-26 12:50:00,109694.09,110086.96,109694.08,110010.42,92.70096
2025-05-26 12:55:00,110010.43,110029.84,109826.91,109826.92,34.75518
2025-05-26 13:00:00,109826.91,109976.0,109826.91,109860.14,48.41941
2025-05-26 13:05:00,109860.14,109899.32,109702.78,109746.55,44.16599
2025-05-26 13:10:00,109746.56,109844.07,109727.28,109740.28,41.96843
2025-05-26 13:15:00,109740.28,109913.05,109740.28,109768.44,27.69507
2025-05-26 13:20:00,109768.45,109778.77,109688.64,109754.1,33.84262
2025-05-26 13:25:00,109754.11,109921.78,109700.0,109860.88,91.4314
2025-05-26 13:30:00,109860.87,109980.0,109826.61,109908.33,45.35086
2025-05-26 13:35:00,109908.33,109918.27,109780.0,109857.15,26.80335
2025-05-26 13:40:00,109857.15,109900.0,109826.08,109852.58,23.59699
2025-05-26 13:45:00,109852.58,109863.64,109785.62,109798.03,22.41783
2025-05-26 13:50:00,109798.02,109798.24,109574.46,109574.46,35.38004
2025-05-26 13:55:00,109574.46,109636.36,109494.74,109595.65,105.32669
2025-05-26 14:00:00,109595.64,109704.11,109510.07,109608.83,50.74496
2025-05-26 14:05:00,109608.82,109656.27,109538.54,109634.66,48.13931
2025-05-26 14:10:00,109634.66,109709.19,109619.14,109709.18,20.09709
2025-05-26 14:15:00,109709.18,109709.19,109613.47,109679.99,66.46761
2025-05-26 14:20:00,109680.0,109694.63,109536.74,109627.9,74.82574
2025-05-26 14:25:00,109627.9,109719.06,109499.92,109696.31,163.67419
2025-05-26 14:30:00,109696.31,109739.14,109545.45,109545.46,43.76879
2025-05-26 14:35:00,109545.46,109695.66,109510.0,109590.9,59.27452
2025-05-26 14:40:00,109590.9,109609.2,109573.43,109606.19,17.11703
2025-05-26 14:45:00,109606.2,109672.01,109537.37,109542.63,58.30715
2025-05-26 14:50:00,109542.62,109678.17,109500.0,109678.17,37.68128
2025-05-26 14:55:00,109678.16,109738.3,109619.99,109652.51,128.82165
2025-05-26 15:00:00,109652.51,109727.28,109609.67,109610.09,29.74868
2025-05-26 15:05:00,109610.09,109665.92,109580.8,109665.9,37.99081
2025-05-26 15:10:00,109665.91,109665.91,109529.57,109643.58,38.42493
2025-05-26 15:15:00,109643.57,109681.82,109611.38,109672.69,19.16414
2025-05-26 15:20:00,109672.7,109879.96,109659.03,109829.26,38.42265
2025-05-26 15:25:00,109829.26,109886.83,109828.63,109874.07,23.85942
2025-05-26 15:30:00,109874.07,110350.0,109874.07,110136.36,325.4785
2025-05-26 15:35:00,110136.36,110316.1,110029.04,110266.0,130.03287
2025-05-26 15:40:00,110266.0,110420.74,109951.88,109963.96,220.88782
2025-05-26 15:45:00,109963.97,110058.76,109925.74,109936.12,117.59659
2025-05-26 15:50:00,109936.11,110233.19,109930.76,110095.83,295.18296
2025-05-26 15:55:00,110095.83,110118.56,109956.52,110009.82,140.60777
2025-05-26 16:00:00,110009.83,110217.28,110000.0,110102.36,127.5083
2025-05-26 16:05:00,110102.37,110422.22,110102.37,110280.0,142.868
2025-05-26 16:10:00,110279.99,110365.35,110090.9,110090.9,69.01968
2025-05-26 16:15:00,110090.91,110090.91,109700.0,109700.01,166.94404
2025-05-26 16:20:00,109700.01,109727.07,109300.93,109509.6,412.51131
2025-05-26 16:25:00,109509.6,109509.61,109089.43,109331.9,305.97769
2025-05-26 16:30:00,109331.91,109405.63,109152.16,109328.21,92.86425
2025-05-26 16:35:00,109328.21,109511.76,109300.0,109507.33,132.01189
2025-05-26 16:40:00,109507.34,109619.05,109470.39,109585.04,110.00511
2025-05-26 16:45:00,109585.04,109652.18,109478.26,109478.27,48.39018
2025-05-26 16:50:00,109478.26,109478.27,109339.67,109408.39,53.25757
2025-05-26 16:55:00,109408.38,109478.27,109344.0,109391.37,35.12119
2025-05-26 17:00:00,109391.37,109693.24,109338.88,109609.57,83.12418
2025-05-26 17:05:00,109609.57,109609.58,109454.54,109454.56,42.0403
2025-05-26 17:10:00,109454.57,109467.79,109380.0,109454.51,35.23108
2025-05-26 17:15:00,109454.52,109520.0,109215.13,109300.91,59.15869
2025-05-26 17:20:00,109300.91,109432.13,109300.9,109326.8,36.70918
2025-05-26 17:25:00,109326.81,109376.31,109304.34,109370.27,26.88392
2025-05-26 17:30:00,109370.26,109434.79,109278.73,109391.6,35.00128
2025-05-26 17:35:00,109391.6,109391.6,109209.38,109304.35,53.22517
2025-05-26 17:40:00,109304.36,109304.36,109181.81,109204.76,35.1109
2025-05-26 17:45:00,109204.75,109204.76,108871.21,108996.91,187.12113
2025-05-26 17:50:00,108996.9,109137.87,108996.9,109128.91,85.12429
2025-05-26 17:55:00,109128.91,109198.8,109123.88,109171.91,34.41554
2025-05-26 18:00:00,109171.9,109178.89,109028.8,109116.23,31.17106
2025-05-26 18:05:00,109116.23,109237.01,109090.9,109090.9,45.14713
2025-05-26 18:10:00,109090.91,109275.18,109079.04,109269.73,23.23392
2025-05-26 18:15:00,109269.72,109269.73,109011.0,109011.16,18.88985
2025-05-26 18:20:00,109011.15,109206.86,109010.97,109153.23,27.53858
2025-05-26 18:25:00,109153.23,109318.19,109142.85,109292.02,25.20533
2025-05-26 18:30:00,109292.02,109459.15,109292.01,109434.78,30.26392
2025-05-26 18:35:00,109434.79,109460.89,109347.63,109347.63,16.79334
2025-05-26 18:40:00,109347.64,109379.99,109292.01,109292.02,9.8071
2025-05-26 18:45:00,109292.02,109292.02,109142.85,109270.17,30.0629
2025-05-26 18:50:00,109270.16,109270.17,109164.74,109164.74,9.38768
2025-05-26 18:55:00,109164.75,109174.82,109060.0,109101.97,26.21102
2025-05-26 19:00:00,109101.96,109101.97,108925.1,109000.0,61.7593
2025-05-26 19:05:00,108999.99,109060.01,108988.32,109000.0,25.85653
2025-05-26 19:10:00,109000.0,109141.83,108960.64,109045.02,24.47461
2025-05-26 19:15:00,109045.01,109108.14,109017.75,109047.72,31.46403
2025-05-26 19:20:00,109047.72,109193.66,108970.0,109181.81,43.05091
2025-05-26 19:25:00,109181.81,109181.82,109107.37,109119.65,10.51911
2025-05-26 19:30:00,109119.66,109130.0,108979.54,108999.42,15.81664
2025-05-26 19:35:00,108999.42,109045.46,108858.28,108954.36,40.80266
2025-05-26 19:40:00,108954.36,109000.0,108879.54,108999.99,25.59897
